0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215327,0.000222499,0.000225027,0.000223273,0.000216858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329159,0.000641757,0.00829935,0.0100668,0.0106927,0.0109576,0.0110343,0.0109584,0.0106943,0.010069,0.008302,0.000643927,0.000335121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.000386678,0.000564425,0.00817185,0.0104396,0.0123724,0.0172651,0.0194873,0.0205131,0.0209882,0.0211295,0.0209891,0.0205148,0.0194897,0.0172681,0.0123757,0.010445,0.00817768,0.000569052,0.00039504,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.00059289,0.00814767,0.0112592,0.0167617,0.0198859,0.022535,0.0262077,0.0284801,0.0297287,0.0303545,0.030546,0.0303554,0.0297305,0.0284827,0.026211,0.0225389,0.0198912,0.0167675,0.0112648,0.00815476,0.000597752,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.000499647,0.00512116,0.0102213,0.0163717,0.0205419,0.0252481,0.0287065,0.0316608,0.0347786,0.036998,0.0383593,0.0390841,0.0393116,0.0390851,0.0383612,0.0370007,0.0347821,0.0316651,0.0287119,0.0252541,0.020548,0.0163785,0.0102273,0.00512813,0.000512271,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000561899,0.00794432,0.0134463,0.0188054,0.024383,0.0289215,0.033321,0.0369097,0.0399859,0.0428402,0.0449955,0.0464089,0.0471945,0.0474459,0.0471955,0.0464109,0.0449985,0.042844,0.0399905,0.0369152,0.0333272,0.028928,0.0243899,0.0188121,0.0134537,0.00795373,0.000566947,0,0,0,0,0,0,0
0,0,0,0,0,0,0.000570106,0.00809501,0.0151488,0.0210545,0.0265736,0.0319235,0.0365834,0.0408606,0.0444976,0.0476161,0.0503379,0.052441,0.0538751,0.0546958,0.0549623,0.0546969,0.0538772,0.0524441,0.050342,0.0476211,0.0445034,0.040867,0.0365901,0.0319305,0.0265807,0.021062,0.0151567,0.00810027,0.000572949,0,0,0,0,0,0
0,0,0,0,0,0.000514569,0.00765544,0.0150012,0.0219122,0.0280129,0.0336323,0.0388974,0.0435944,0.0478201,0.0514722,0.0545996,0.0572498,0.0593145,0.060754,0.0615937,0.0618692,0.0615949,0.0607562,0.0593178,0.0572541,0.0546048,0.0514781,0.0478267,0.0436014,0.0389046,0.0336396,0.0280203,0.0219195,0.0150066,0.00765882,0.000516296,0,0,0,0,0
0,0,0,0,0,0.00650456,0.0139284,0.0212707,0.028142,0.0343474,0.0400323,0.0452714,0.0499791,0.0541813,0.0578351,0.0609584,0.0635668,0.065604,0.067042,0.0678911,0.0681715,0.0678922,0.0670444,0.0656075,0.0635713,0.0609638,0.0578412,0.0541882,0.0499863,0.0452788,0.0400398,0.0343548,0.0281489,0.0212762,0.0139322,0.00650679,0,0,0,0,0
0,0,0,0,0.000674003,0.0113637,0.0194676,0.0269134,0.0337985,0.0400687,0.0457989,0.0510354,0.0557468,0.0599375,0.0635879,0.0667032,0.0692852,0.0713026,0.0727363,0.073589,0.0738719,0.0735903,0.0727387,0.0713062,0.0692898,0.0667088,0.0635943,0.0599445,0.0557542,0.0510431,0.0458066,0.0400762,0.0338054,0.026919,0.0194717,0.0113663,0.000674963,0,0,0,0
0,0,0,0.000397241,0.00677457,0.0161762,0.0244314,0.0319539,0.0388678,0.0451824,0.0509452,0.0561879,0.0609017,0.0650865,0.0687322,0.0718388,0.074403,0.0764061,0.0778346,0.0786881,0.078972,0.0786894,0.0778372,0.0764099,0.0744079,0.0718445,0.0687388,0.0650937,0.0609093,0.0561957,0.050953,0.0451899,0.0388747,0.0319597,0.0244358,0.0161792,0.00677608,0.000397783,0,0,0
0,0,0,0.000707168,0.0112892,0.0205471,0.0288401,0.0364055,0.0433458,0.0496918,0.0554786,0.0607298,0.0654463,0.0696278,0.0732691,0.0763679,0.0789196,0.0809121,0.0823356,0.0831882,0.0834724,0.0831896,0.0823382,0.0809159,0.0789246,0.0763738,0.0732758,0.0696352,0.0654541,0.0607378,0.0554865,0.0496993,0.0433527,0.0364114,0.0288448,0.0205504,0.0112911,0.000707649,0,0,0
0,0,0,0.00600605,0.0154109,0.0244268,0.0326925,0.0402726,0.0472309,0.0535988,0.0594033,0.0646629,0.0693822,0.073562,0.0771994,0.0802918,0.0828345,0.0848189,0.086238,0.0870892,0.0873732,0.0870906,0.0862406,0.0848228,0.0828395,0.0802978,0.0772063,0.0735696,0.0693902,0.064671,0.0594114,0.0536065,0.047238,0.0402787,0.0326974,0.0244304,0.0154132,0.00600702,0,0,0
0,0,0.000312135,0.00954563,0.0188833,0.0277562,0.0359771,0.0435545,0.0505223,0.0569046,0.0627219,0.0679887,0.0727108,0.0768897,0.080524,0.0836113,0.0861473,0.0881257,0.0895411,0.0903907,0.0906744,0.0903921,0.0895438,0.0881297,0.0861525,0.0836175,0.0805311,0.0768974,0.0727188,0.0679969,0.0627301,0.0569124,0.0505295,0.0435607,0.0359822,0.02776,0.0188859,0.00954692,0.0003123,0,0
0,0,0.00100729,0.0123005,0.0217271,0.0305084,0.0386823,0.0462478,0.0532187,0.0596099,0.065436,0.0707085,0.0754329,0.0796115,0.0832435,0.0863269,0.088858,0.0908319,0.0922443,0.0930925,0.0933758,0.0930939,0.0922471,0.090836,0.0888633,0.0863332,0.0832506,0.0796192,0.0754411,0.0707168,0.0654443,0.0596177,0.0532259,0.0462542,0.0386876,0.0305125,0.0217299,0.012302,0.00100748,0,0
0,0,0.00529423,0.0148113,0.0239919,0.0326713,0.0407985,0.0483484,0.0553183,0.0617145,0.0675466,0.0728231,0.0775495,0.081728,0.0853583,0.0884389,0.0909665,0.0929372,0.0943473,0.0951943,0.0954772,0.0951957,0.0943501,0.0929413,0.0909718,0.0884452,0.0853655,0.0817358,0.0775578,0.0728315,0.0675549,0.0617224,0.0553256,0.0483549,0.0408039,0.0326755,0.0239949,0.014813,0.00529482,0,0
0,0,0.00763732,0.0166582,0.0256382,0.0342297,0.0423173,0.0498524,0.0568196,0.0632182,0.069054,0.0743333,0.0790611,0.0832395,0.0868688,0.0899475,0.0924728,0.0944413,0.0958497,0.0966959,0.0969786,0.0966973,0.0958526,0.0944454,0.0924781,0.0899538,0.086876,0.0832474,0.0790694,0.0743418,0.0690623,0.0632262,0.0568269,0.0498589,0.0423227,0.0342341,0.0256413,0.0166601,0.00763813,0,0
